,Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Release Type,Main Supervising District,Recidivism - Return to Prison,Days to Recidivism,New Conviction Offense Classification,New Conviction Offense Type,New Conviction Offense Sub Type,Part of Target Population,Recidivism Type,Sex
23217,2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole Granted,8JD,Yes,241.0,C Felony,Drug,Trafficking,No,New,Male
23218,2015,2018,White - Non-Hispanic,25-34,C Felony,Violent,Sex,Released to Special Sentence,7JD,Yes,361.0,Aggravated Misdemeanor,Public Order,Other Public Order,Yes,New,Male
23219,2015,2018,Black - Non-Hispanic,Under 25,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,Yes,645.0,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,Tech,Male
23220,2015,2018,American Indian or Alaska Native - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Alcohol,Discharged - Expiration of Sentence,2JD,No,,,,,No,No Recidivism,Male
23221,2015,2018,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Discharged - Expiration of Sentence,5JD,No,,,,,Yes,No Recidivism,Male
23222,2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Burglary,Parole Granted,3JD,No,,,,,No,No Recidivism,Male
23223,2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole Granted,5JD,No,,,,,No,No Recidivism,Male
23224,2015,2018,White - Non-Hispanic,25-34,C Felony,Property,Arson,Parole Granted,5JD,Yes,391.0,C Felony,Property,Arson,No,Tech,Female
23225,2015,2018,Black - Non-Hispanic,25-34,D Felony,Public Order,Weapons,Paroled to Detainer - U.S. Marshall,,No,,,,,Yes,No Recidivism,Male
23226,2015,2018,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Paroled to Detainer - INS,,No,,,,,No,No Recidivism,Male
23227,2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Kidnap,Discharged - Expiration of Sentence,,No,,,,,No,No Recidivism,Male
23228,2015,2018,Black - Non-Hispanic,Under 25,D Felony,Property,Burglary,Paroled w/Immediate Discharge,,No,,,,,Yes,No Recidivism,Male
23229,2015,2018,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole Granted,,No,,,,,Yes,No Recidivism,Male
23230,2015,2018,White - Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Paroled to Detainer - INS,,No,,,,,Yes,No Recidivism,Male
23231,2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,8JD,Yes,721.0,D Felony,Other,Other Criminal,No,New,Male
23232,2015,2018,Black - Non-Hispanic,Under 25,D Felony,Other,Other Criminal,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Male
23233,2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,Weapons,Parole Granted,2JD,Yes,162.0,D Felony,Public Order,Weapons,Yes,Tech,Male
23234,2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,,,,,Yes,No Recidivism,Female
23235,2015,2018,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Other Public Order,Released to Special Sentence,5JD,Yes,220.0,D Felony,Other,Other Criminal,No,New,Male
23236,2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,,,,,Yes,No Recidivism,Male
23237,2015,2018,White - Non-Hispanic,45-54,C Felony,Violent,Sex,Discharged - Expiration of Sentence,,No,,,,,No,No Recidivism,Male
23238,2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,Weapons,Parole Granted,4JD,Yes,162.0,D Felony,Drug,Trafficking,Yes,Tech,Male
23239,2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole Granted,6JD,Yes,336.0,D Felony,Property,Burglary,Yes,Tech,Male
23240,2015,2018,Black - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Property,Theft,Paroled w/Immediate Discharge,,No,,,,,Yes,No Recidivism,Male
23241,2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole Granted,8JD,No,,,,,No,No Recidivism,Male
23242,2015,2018,White - Non-Hispanic,25-34,B Felony,Other,Other Criminal,Parole Granted,4JD,No,,,,,No,No Recidivism,Female
23243,2015,2018,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole Granted,2JD,No,,,,,Yes,No Recidivism,Male
23244,2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,5JD,Yes,544.0,Aggravated Misdemeanor,Violent,Assault,Yes,New,Male
23245,2015,2018,White - Hispanic,Under 25,C Felony,Drug,Trafficking,Parole Granted,8JD,Yes,292.0,C Felony,Drug,Trafficking,Yes,Tech,Male
23246,2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Forgery/Fraud,Parole Granted,2JD,Yes,249.0,D Felony,Property,Forgery/Fraud,Yes,Tech,Female
23247,2015,2018,White - Hispanic,25-34,B Felony,Drug,Trafficking,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Male
23248,2015,2018,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,No,,,,,No,No Recidivism,Male
23249,2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole Granted,4JD,No,,,,,Yes,No Recidivism,Male
23250,2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,,,,,Yes,No Recidivism,Male
23251,2015,2018,Black - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole Granted,7JD,Yes,838.0,C Felony,Property,Burglary,Yes,Tech,Male
23252,2015,2018,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Discharged - Expiration of Sentence,,No,,,,,Yes,No Recidivism,Female
23253,2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole Granted,3JD,No,,,,,No,No Recidivism,Male
23254,2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,4JD,Yes,105.0,D Felony,Other,Other Criminal,No,New,Male
23255,2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Discharged - Expiration of Sentence,4JD,No,,,,,Yes,No Recidivism,Male
23256,2015,2018,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole Granted,2JD,No,,,,,No,No Recidivism,Male
23257,2015,2018,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,No,,,,,No,No Recidivism,Male
23258,2015,2018,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Parole Granted,2JD,No,,,,,Yes,No Recidivism,Male
23259,2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,Traffic,Parole Granted,5JD,Yes,266.0,D Felony,Public Order,OWI,No,New,Male
23260,2015,2018,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Paroled to Detainer - Out of State,,No,,,,,Yes,No Recidivism,Male
23261,2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,5JD,No,,,,,Yes,No Recidivism,Male
23262,2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole Granted,7JD,Yes,452.0,D Felony,Drug,Drug Possession,Yes,New,Male
23263,2015,2018,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,5JD,Yes,243.0,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,Tech,Male
23264,2015,2018,Black - Non-Hispanic,35-44,D Felony,Property,Theft,Parole Granted,5JD,No,,,,,No,No Recidivism,Male
23265,2015,2018,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole Granted,5JD,No,,,,,No,No Recidivism,Male
23266,2015,2018,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Parole Granted,2JD,Yes,189.0,C Felony,Drug,Trafficking,Yes,New,Male
23267,2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Paroled w/Immediate Discharge,5JD,Yes,778.0,Aggravated Misdemeanor,Violent,Assault,Yes,New,Male
23268,2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Male
23269,2015,2018,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,5JD,No,,,,,Yes,No Recidivism,Male
23270,2015,2018,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole Granted,,No,,,,,Yes,No Recidivism,Female
23271,2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Discharged - Expiration of Sentence,,No,,,,,Yes,No Recidivism,Male
23272,2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Paroled to Detainer - U.S. Marshall,5JD,No,,,,,Yes,No Recidivism,Male
23273,2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,435.0,C Felony,Drug,Trafficking,Yes,New,Male
23274,2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Traffic,Discharged - Expiration of Sentence,,No,,,,,No,No Recidivism,Male
23275,2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,1JD,Yes,379.0,Aggravated Misdemeanor,Violent,Assault,Yes,New,Male
23276,2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,,,,,Yes,No Recidivism,Male
23277,2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Other,Other Criminal,Discharged - Expiration of Sentence,,No,,,,,Yes,No Recidivism,Male
23278,2015,2018,Black - Non-Hispanic,35-44,C Felony,Property,Burglary,Parole Granted,5JD,Yes,296.0,C Felony,Property,Burglary,No,Tech,Male
23279,2015,2018,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Other Public Order,Discharged - Expiration of Sentence,,No,,,,,No,No Recidivism,Male
23280,2015,2018,Black - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Parole Granted,1JD,No,,,,,No,No Recidivism,Male
23281,2015,2018,White - Non-Hispanic,Under 25,C Felony,Violent,Sex,Released to Special Sentence,6JD,No,,,,,Yes,No Recidivism,Male
23282,2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,8JD,Yes,979.0,D Felony,Other,Other Criminal,No,New,Male
23283,2015,2018,White - Hispanic,25-34,D Felony,Property,Theft,Paroled to Detainer - INS,,No,,,,,Yes,No Recidivism,Male
23284,2015,2018,Black - Non-Hispanic,25-34,C Felony,Violent,Assault,Parole Granted,6JD,Yes,750.0,C Felony,Violent,Assault,Yes,Tech,Male
23285,2015,2018,White - Non-Hispanic,55 and Older,D Felony,Violent,Sex,Released to Special Sentence,2JD,No,,,,,No,No Recidivism,Male
23286,2015,2018,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,Yes,494.0,D Felony,Violent,Assault,Yes,New,Male
23287,2015,2018,Black - Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,Yes,660.0,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,New,Male
23288,2015,2018,American Indian or Alaska Native - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Paroled w/Immediate Discharge,,No,,,,,Yes,No Recidivism,Female
23289,2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,,,,,Yes,No Recidivism,Male
23290,2015,2018,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Other Violent,Parole Granted,1JD,Yes,883.0,C Felony,Property,Burglary,Yes,New,Male
23291,2015,2018,Black - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole Granted,6JD,Yes,190.0,D Felony,Public Order,Other Public Order,No,Tech,Male
23292,2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole Granted,4JD,Yes,263.0,C Felony,Drug,Trafficking,No,Tech,Male
23293,2015,2018,Black - Non-Hispanic,35-44,D Felony,Public Order,OWI,Parole Granted,2JD,No,,,,,Yes,No Recidivism,Male
23294,2015,2018,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,,No,,,,,No,No Recidivism,Male
23295,2015,2018,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Paroled to Detainer - Out of State,,No,,,,,No,No Recidivism,Male
23296,2015,2018,Black - Non-Hispanic,Under 25,C Felony,Violent,Assault,Paroled to Detainer - U.S. Marshall,1JD,Yes,1020.0,C Felony,Violent,Assault,Yes,New,Male
23297,2015,2018,White - Non-Hispanic,25-34,D Felony,Other,Other Criminal,Released to Special Sentence,5JD,No,,,,,No,No Recidivism,Male
23298,2015,2018,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,,,,,No,No Recidivism,Male
23299,2015,2018,White - Non-Hispanic,Under 25,D Felony,Violent,Assault,Parole Granted,2JD,No,,,,,Yes,No Recidivism,Male
23300,2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Burglary,Parole Granted,5JD,Yes,300.0,Aggravated Misdemeanor,Property,Burglary,Yes,Tech,Male
23301,2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,Weapons,Parole Granted,4JD,Yes,1095.0,D Felony,Drug,Drug Possession,Yes,New,Male
23302,2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Alcohol,Discharged - Expiration of Sentence,1JD,No,,,,,Yes,No Recidivism,Male
23303,2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Parole Granted,5JD,Yes,253.0,D Felony,Property,Theft,Yes,Tech,Male
23304,2015,2018,Black - Non-Hispanic,Under 25,C Felony,Property,Burglary,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Male
23305,2015,2018,White - Non-Hispanic,Under 25,C Felony,Property,Vandalism,Parole Granted,2JD,No,,,,,Yes,No Recidivism,Male
23306,2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,,,,,Yes,No Recidivism,Male
23307,2015,2018,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole Granted,8JD,No,,,,,Yes,No Recidivism,Male
23308,2015,2018,Black - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole Granted,,No,,,,,Yes,No Recidivism,Male
23309,2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,Weapons,Paroled to Detainer - INS,,No,,,,,Yes,No Recidivism,Male
23310,2015,2018,White - Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,2JD,No,,,,,Yes,No Recidivism,Male
23311,2015,2018,Black - Non-Hispanic,Under 25,C Felony,Violent,Assault,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
23312,2015,2018,Black - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Parole Granted,,No,,,,,Yes,No Recidivism,Female
23313,2015,2018,Black - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole Granted,1JD,Yes,72.0,C Felony,Drug,Trafficking,No,New,Male
23314,2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,5JD,Yes,446.0,D Felony,Property,Forgery/Fraud,Yes,New,Male
23315,2015,2018,White - Non-Hispanic,Under 25,D Felony,Violent,Murder/Manslaughter,Discharged - Expiration of Sentence,1JD,No,,,,,Yes,No Recidivism,Male
23316,2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Parole Granted,5JD,No,,,,,No,No Recidivism,Male
23317,2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Vandalism,Parole Granted,1JD,Yes,147.0,Aggravated Misdemeanor,Property,Vandalism,Yes,Tech,Male
23318,2015,2018,Black - Non-Hispanic,35-44,C Felony,Violent,Robbery,Parole Granted,5JD,Yes,394.0,C Felony,Violent,Robbery,Yes,New,Male
23319,2015,2018,White - Non-Hispanic,25-34,C Felony,Violent,Sex,Released to Special Sentence,7JD,No,,,,,No,No Recidivism,Male
23320,2015,2018,White - Non-Hispanic,55 and Older,D Felony,Public Order,OWI,Paroled w/Immediate Discharge,,No,,,,,Yes,No Recidivism,Male
23321,2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,Parole Granted,3JD,No,,,,,Yes,No Recidivism,Male
23322,2015,2018,White - Non-Hispanic,55 and Older,D Felony,Public Order,OWI,Parole Granted,6JD,No,,,,,No,No Recidivism,Male
23323,2015,2018,Black - Non-Hispanic,35-44,D Felony,Property,Theft,Parole Granted,5JD,Yes,301.0,D Felony,Property,Theft,No,Tech,Female
23324,2015,2018,White - Non-Hispanic,25-34,C Felony,Property,Stolen Property,Parole Granted,1JD,Yes,324.0,C Felony,Property,Stolen Property,No,New,Male
23325,2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,,,,,Yes,No Recidivism,Male
23326,2015,2018,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole Granted,,No,,,,,Yes,No Recidivism,Male
23327,2015,2018,White - Non-Hispanic,25-34,C Felony,Violent,Other Violent,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Male
23328,2015,2018,Black - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole Granted,1JD,Yes,168.0,C Felony,Property,Burglary,Yes,Tech,Male
23329,2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole Granted,7JD,No,,,,,Yes,No Recidivism,Male
23330,2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,Weapons,Parole Granted,7JD,Yes,231.0,D Felony,Public Order,Weapons,Yes,New,Male
23331,2015,2018,White - Non-Hispanic,25-34,C Felony,Violent,Sex,Released to Special Sentence,5JD,Yes,894.0,D Felony,Other,Other Criminal,No,New,Male
23332,2015,2018,White - Hispanic,Under 25,D Felony,Drug,Trafficking,Parole Granted,2JD,Yes,294.0,C Felony,Property,Theft,Yes,New,Male
23333,2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,,,,,Yes,No Recidivism,Male
23334,2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Discharged - Expiration of Sentence,,No,,,,,Yes,No Recidivism,Male
23335,2015,2018,Black - Non-Hispanic,Under 25,C Felony,Property,Burglary,Parole Granted,8JD,No,,,,,Yes,No Recidivism,Male
23336,2015,2018,White - Non-Hispanic,45-54,C Felony,Violent,Sex,Parole Granted,2JD,No,,,,,No,No Recidivism,Male
23337,2015,2018,White - Hispanic,45-54,D Felony,Public Order,OWI,Paroled to Detainer - INS,,No,,,,,No,No Recidivism,Male
23338,2015,2018,White - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Parole Granted,1JD,No,,,,,No,No Recidivism,Female
23339,2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,8JD,No,,,,,No,No Recidivism,Male
23340,2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,Other Drug,Paroled to Detainer - Iowa,4JD,Yes,170.0,D Felony,Drug,Other Drug,Yes,Tech,Male
23341,2015,2018,White - Non-Hispanic,Under 25,D Felony,Public Order,Traffic,Parole Granted,2JD,No,,,,,No,No Recidivism,Male
23342,2015,2018,Black - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,No,,,,,No,No Recidivism,Male
23343,2015,2018,White - Non-Hispanic,25-34,C Felony,Property,Theft,Paroled w/Immediate Discharge,3JD,No,,,,,No,No Recidivism,Male
23344,2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Theft,Parole Granted,5JD,Yes,582.0,D Felony,Property,Theft,No,New,Female
23345,2015,2018,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Paroled w/Immediate Discharge,,No,,,,,Yes,No Recidivism,Female
23346,2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Forgery/Fraud,Parole Granted,1JD,No,,,,,No,No Recidivism,Female
23347,2015,2018,Black - Non-Hispanic,25-34,C Felony,Property,Theft,Parole Granted,1JD,Yes,1014.0,C Felony,Property,Theft,Yes,New,Male
23348,2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole Granted,4JD,Yes,490.0,C Felony,Drug,Trafficking,Yes,Tech,Male
23349,2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,5JD,Yes,390.0,D Felony,Property,Forgery/Fraud,No,New,Male
23350,2015,2018,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole Granted,1JD,No,,,,,Yes,No Recidivism,Female
23351,2015,2018,White - Non-Hispanic,45-54,C Felony,Violent,Sex,Released to Special Sentence,3JD,No,,,,,Yes,No Recidivism,Male
23352,2015,2018,Black - Non-Hispanic,Under 25,C Felony,Violent,Other Violent,Parole Granted,5JD,No,,,,,Yes,No Recidivism,Female
23353,2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole Granted,6JD,Yes,228.0,C Felony,Drug,Trafficking,No,Tech,Male
23354,2015,2018,White - Non-Hispanic,Under 25,C Felony,Property,Theft,Parole Granted,1JD,Yes,291.0,C Felony,Drug,Trafficking,Yes,New,Male
23355,2015,2018,White - Hispanic,Under 25,D Felony,Drug,Trafficking,Parole Granted,3JD,No,,,,,No,No Recidivism,Male
23356,2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,,No,,,,,Yes,No Recidivism,Male
23357,2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,,No,,,,,No,No Recidivism,Female
23358,2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged - Expiration of Sentence,5JD,No,,,,,Yes,No Recidivism,Male
23359,2015,2018,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Parole Granted,2JD,Yes,334.0,C Felony,Drug,Trafficking,No,New,Male
23360,2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole Granted,,Yes,1069.0,C Felony,Drug,Trafficking,Yes,Tech,Male
23361,2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,5JD,No,,,,,Yes,No Recidivism,Female
